case_id,prediction_date,project_type,project_category,project_value_crore,project_length_km,project_priority,executing_agency,state,district,urban_rural,land_area_acres,required_area_acres,land_type,land_use,land_value_lakh,circle_rate_lakh,parcel_accessibility,distance_to_project_km,number_of_owners,number_of_coowners,number_of_legal_heirs,joint_ownership,ownership_conflict,mutation_pending,title_clarity,encumbrance_flag,existing_legal_case,number_of_legal_cases,case_age_days,court_level,stay_order,injunction_status,objection_filed,compensation_dispute,land_record_available,title_document_available,mutation_status,survey_completed,ownership_verified,missing_document_count,document_conflict,estimated_compensation_lakh,approved_compensation_lakh,compensation_paid_lakh,compensation_pending,number_of_beneficiaries,bank_account_verified,notification_issued,pending_approval_count,department_count,interdepartmental_dependencies,file_movement_count,days_at_current_stage,total_file_age_days,families_affected,rr_applicable,rr_package_approved,rr_payment_status,number_of_objections,public_hearing_status,community_resistance,delayed,delay_days,delay_reason
LA017995,2025-02-28,Industrial Corridor,State Infrastructure,22.2,10.65,Medium,NHAI,Gujarat,Rajkot,Rural,1.89,1.39,Agricultural,Institutional,106.36,110.66,Moderate,0.13,1,0,0,0,0,0,High,0,1,2,1760,District Court,0,0,0,1,1,1,Under Verification,1,0,0,0,90.64,86.82,82.5,0,3,1,1,1,2,1,4,60,213,4,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,LEGAL_DISPUTE
LA017996,2024-02-21,Railway,National Infrastructure,50.94,62.77,Critical,Power Utility,Karnataka,Dharwad,Rural,1.26,0.56,Commercial,Residential,92.71,96.46,Moderate,0.87,3,2,2,1,1,0,High,0,0,0,0,None,0,0,0,0,0,1,Under Verification,1,0,1,0,73.34,58.7,38.44,1,3,1,1,3,5,2,7,75,269,2,0,0,Not Applicable,3,Completed,Low,1,325,ADMINISTRATIVE_APPROVAL
LA017997,2023-11-01,Power Transmission,National Infrastructure,213.51,13.91,High,State Irrigation Dept,Maharashtra,Nashik,Semi-Urban,1.71,1.07,Commercial,Commercial,43.67,42.59,High,0.65,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,85.7,74.5,7.15,1,2,1,0,1,2,0,4,88,182,3,0,0,Not Applicable,0,Not Required,Low,1,325,COMPENSATION
LA017998,2025-04-09,Highway,Regional Infrastructure,184.4,15.58,Normal,State Irrigation Dept,Punjab,Amritsar,Rural,10.07,4.62,Agricultural,Commercial,516.32,487.96,Low,4.0,4,3,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,381.2,387.51,286.12,1,4,0,1,1,2,1,1,17,112,4,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA017999,2025-08-24,Metro,National Infrastructure,121.02,40.54,High,NHAI,Odisha,Puri,Rural,4.88,2.77,Agricultural,Residential,283.63,292.7,Moderate,1.0,4,3,3,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,1,0,160.46,156.79,97.71,1,5,1,1,3,4,0,9,108,275,3,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018000,2024-12-06,Urban Infrastructure,State Infrastructure,133.1,11.66,High,Power Utility,Andhra Pradesh,Guntur,Semi-Urban,2.37,0.9,Residential,Commercial,55.31,54.83,Moderate,3.1,4,3,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Completed,0,0,2,1,99.71,90.18,7.05,1,4,1,1,2,4,0,9,28,115,1,0,0,Not Applicable,2,Scheduled,Low,0,0,DOCUMENTATION
LA018001,2024-05-17,Industrial Corridor,National Infrastructure,62.36,44.12,Critical,State Irrigation Dept,West Bengal,Kolkata,Rural,4.05,2.3,Commercial,Commercial,268.37,277.46,Moderate,1.27,3,2,3,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,0,Pending,1,0,2,1,127.88,115.76,62.95,1,3,1,1,2,5,3,5,26,181,4,0,0,Not Applicable,2,Re-hearing Required,Low,1,137,DOCUMENTATION
LA018002,2023-10-22,Airport,Regional Infrastructure,109.86,38.67,High,Power Utility,Haryana,Panipat,Rural,20.17,8.27,Government,Institutional,567.32,516.23,Moderate,1.65,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,519.35,496.82,38.95,1,2,1,1,1,2,2,4,29,152,4,0,0,Not Applicable,1,Scheduled,Low,0,0,INTER_DEPARTMENT
LA018003,2024-08-14,Railway,National Infrastructure,290.35,63.46,High,State Irrigation Dept,Rajasthan,Jodhpur,Semi-Urban,1.77,1.29,Mixed,Institutional,94.54,84.46,Low,0.78,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,0,0,60.56,60.63,14.12,1,4,1,1,3,3,0,9,31,198,2,0,0,Not Applicable,3,Scheduled,Low,1,140,ADMINISTRATIVE_APPROVAL
LA018004,2022-06-17,Power Transmission,National Infrastructure,303.24,37.46,Normal,State PWD,Madhya Pradesh,Gwalior,Rural,4.62,4.3,Agricultural,Residential,166.98,166.46,Moderate,1.43,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,0,1,0,0,312.42,290.01,49.62,1,2,1,1,0,4,0,7,79,156,6,1,0,Not Started,5,Scheduled,Low,0,0,COMPENSATION
LA018005,2022-06-12,Urban Infrastructure,State Infrastructure,132.83,21.21,Medium,Metro Corporation,Uttar Pradesh,Varanasi,Semi-Urban,2.71,1.79,Residential,Institutional,85.55,89.12,High,1.01,4,3,0,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,60.12,50.68,42.16,1,5,1,1,0,4,0,3,31,101,2,0,0,Not Applicable,4,Completed,Low,0,0,COMPENSATION
LA018006,2022-03-19,Highway,National Infrastructure,47.57,7.4,Medium,Metro Corporation,Tamil Nadu,Chennai,Urban,9.35,8.39,Industrial,Commercial,582.09,592.65,Moderate,2.0,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,493.09,406.57,207.58,1,4,1,1,0,5,0,3,30,80,5,0,0,Not Applicable,2,Scheduled,Low,0,0,OTHER
LA018007,2023-05-09,Highway,National Infrastructure,56.8,41.93,Medium,NHAI,Tamil Nadu,Coimbatore,Semi-Urban,0.68,0.34,Mixed,Mixed,20.55,18.21,Low,0.06,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,23.44,22.08,8.58,1,7,1,1,2,1,1,8,46,256,4,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018008,2025-03-05,Railway,National Infrastructure,276.13,8.29,Medium,Power Utility,Uttar Pradesh,Lucknow,Urban,0.84,0.46,Industrial,Mixed,43.74,,High,0.04,5,4,1,1,0,0,High,1,0,0,0,None,0,0,1,0,1,1,Completed,1,1,1,0,29.99,24.29,8.43,1,7,1,1,0,3,4,5,14,193,3,0,0,Not Applicable,5,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA018009,2022-10-30,Metro,State Infrastructure,408.74,15.15,Critical,Metro Corporation,Andhra Pradesh,Guntur,Rural,3.09,2.12,Government,Agriculture,141.09,135.3,High,0.87,3,2,2,1,1,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,193.36,190.48,65.47,1,3,1,1,2,4,4,5,30,196,2,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018010,2023-02-25,Highway,Regional Infrastructure,53.44,40.6,Medium,State PWD,Uttar Pradesh,Kanpur Nagar,Urban,4.63,4.13,Residential,Residential,184.85,188.34,High,1.75,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,123.51,127.05,84.61,1,3,1,1,2,2,0,4,71,166,4,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018011,2024-01-02,Canal,State Infrastructure,111.31,28.36,Medium,Metro Corporation,Odisha,Ganjam,Rural,4.02,2.01,Residential,Mixed,253.75,209.52,Moderate,0.2,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,2,1,149.76,124.74,113.92,1,2,1,1,0,3,0,4,90,137,4,0,0,Not Applicable,1,Scheduled,Low,1,254,DOCUMENTATION
LA018012,2025-02-18,Railway,State Infrastructure,51.31,15.8,Medium,Urban Development Authority,West Bengal,Howrah,Rural,9.99,7.2,Residential,Institutional,461.66,354.3,Low,2.07,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,606.98,560.16,523.08,1,4,0,0,1,3,0,3,57,154,5,0,0,Not Applicable,0,Not Required,Low,1,206,NOTIFICATION
LA018013,2024-10-23,Urban Infrastructure,Regional Infrastructure,247.56,21.21,High,State PWD,Jharkhand,Bokaro,Semi-Urban,4.23,3.71,Industrial,Agriculture,127.0,117.07,High,0.97,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Completed,1,0,1,1,238.03,209.8,178.59,1,3,1,1,0,3,1,4,10,52,3,0,0,Not Applicable,1,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018014,2025-02-03,Highway,Regional Infrastructure,351.89,7.96,Medium,State Irrigation Dept,Maharashtra,Pune,Rural,0.79,0.65,Agricultural,Residential,33.65,27.54,Moderate,0.26,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,18.7,16.87,13.54,1,2,1,0,1,4,1,9,53,195,4,0,0,Not Applicable,6,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018015,2024-11-07,Industrial Corridor,Regional Infrastructure,208.09,25.79,High,State PWD,Haryana,Hisar,Rural,2.13,1.23,Residential,Mixed,155.81,117.54,Moderate,1.06,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,127.39,103.03,60.58,1,4,1,1,1,1,3,3,19,192,0,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018016,2023-05-24,Urban Infrastructure,State Infrastructure,262.84,9.89,Critical,Urban Development Authority,Telangana,Nizamabad,Rural,1.3,0.67,Residential,Institutional,48.77,43.45,High,0.97,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,,0,0,0,0,65.06,61.29,48.91,1,2,1,1,0,5,0,2,38,87,2,0,0,Not Applicable,1,Completed,Low,0,0,OWNERSHIP_CONFLICT
LA018017,2025-11-09,Metro,National Infrastructure,199.24,30.98,Critical,Power Utility,Jharkhand,Bokaro,Urban,0.55,0.3,Industrial,Agriculture,23.28,22.33,Moderate,0.21,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,24.6,19.71,10.34,1,3,0,1,1,3,0,7,10,134,9,1,1,Approved,6,Completed,Low,1,161,ADMINISTRATIVE_APPROVAL
LA018018,2024-07-02,Highway,National Infrastructure,565.85,4.29,Medium,State Irrigation Dept,West Bengal,Howrah,Semi-Urban,2.12,1.51,Mixed,Commercial,118.64,111.28,Low,0.17,1,0,2,0,0,0,High,0,1,1,982,District Court,0,0,0,0,1,1,Completed,1,1,1,0,61.38,52.45,2.22,1,3,1,1,0,5,0,5,29,103,3,0,0,Not Applicable,2,Completed,Low,0,0,LEGAL_DISPUTE
LA018019,2025-12-19,Urban Infrastructure,National Infrastructure,26.5,12.68,Critical,Urban Development Authority,Andhra Pradesh,Nellore,Urban,1.48,1.09,Agricultural,Mixed,32.15,26.53,High,1.99,1,0,0,0,0,1,Moderate,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,1,0,73.0,62.89,0.04,1,1,1,1,1,1,0,10,29,136,4,0,0,Not Applicable,5,Completed,Low,0,0,COMPENSATION
LA018020,2024-01-01,Railway,State Infrastructure,117.77,18.65,Critical,NHAI,Uttar Pradesh,Varanasi,Semi-Urban,2.15,1.63,Commercial,Commercial,147.47,118.89,High,0.04,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,,1,1,0,0,62.34,54.09,44.62,1,3,1,1,3,2,0,5,72,219,1,0,0,Not Applicable,3,Re-hearing Required,Low,1,332,ADMINISTRATIVE_APPROVAL
LA018021,2023-06-18,Airport,State Infrastructure,38.06,15.01,Medium,Indian Railways,West Bengal,Hooghly,Semi-Urban,3.06,1.22,Residential,Agriculture,71.73,63.69,Moderate,3.63,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,195.38,180.96,86.03,1,2,1,1,2,5,1,6,82,265,2,0,0,Not Applicable,2,Completed,Low,1,229,ADMINISTRATIVE_APPROVAL
LA018022,2025-04-17,Highway,State Infrastructure,146.5,8.73,Normal,Power Utility,Karnataka,Tumakuru,Semi-Urban,8.79,4.11,Agricultural,Residential,283.53,247.86,Low,0.6,4,3,1,1,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,2,0,386.8,385.72,261.15,1,4,1,1,2,3,0,7,34,200,4,0,0,Not Applicable,0,Not Required,Low,1,173,DOCUMENTATION
LA018023,2023-06-22,Railway,Regional Infrastructure,275.39,59.64,Medium,NHAI,Jharkhand,Ranchi,Rural,6.48,3.39,Mixed,Institutional,293.16,283.28,High,2.11,2,1,1,1,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,379.98,382.96,42.92,1,6,1,1,2,3,0,10,35,125,3,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018024,2025-08-21,Airport,National Infrastructure,439.93,17.52,High,Indian Railways,West Bengal,Howrah,Rural,2.82,1.72,Residential,Mixed,221.34,219.42,Moderate,0.82,2,1,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,190.37,193.12,2.55,1,3,1,0,3,3,0,7,50,269,9,1,0,Not Started,0,Not Required,Low,1,270,ADMINISTRATIVE_APPROVAL
LA018025,2024-10-24,Dam,Regional Infrastructure,117.74,6.68,Critical,NHAI,Maharashtra,Thane,Rural,2.14,0.95,Commercial,Institutional,89.26,90.33,High,1.77,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,73.92,70.55,34.62,1,2,0,1,3,3,1,4,27,199,3,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018026,2025-08-14,Urban Infrastructure,State Infrastructure,209.37,19.26,Medium,Power Utility,Haryana,Rohtak,Rural,2.46,2.08,Agricultural,Commercial,99.39,92.82,Low,0.54,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,100.49,84.37,35.55,1,2,1,1,3,3,2,4,56,197,2,0,0,Not Applicable,3,Completed,Low,1,277,ADMINISTRATIVE_APPROVAL
LA018027,2024-08-29,Airport,State Infrastructure,50.4,15.88,High,NHAI,Uttar Pradesh,Varanasi,Rural,2.71,1.9,Commercial,Agriculture,116.11,98.62,Low,3.76,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,2,0,122.59,117.28,76.37,1,3,1,1,1,5,0,6,41,177,2,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,COMPENSATION
LA018028,2025-09-02,Highway,National Infrastructure,58.45,14.25,High,Indian Railways,Gujarat,Ahmedabad,Rural,2.55,1.53,Mixed,Agriculture,70.8,56.32,Moderate,1.75,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,86.43,85.86,2.08,1,3,1,1,2,2,0,8,42,161,0,0,0,Not Applicable,2,Completed,Low,1,218,ADMINISTRATIVE_APPROVAL
LA018029,2024-06-11,Airport,National Infrastructure,151.57,22.88,High,Indian Railways,Madhya Pradesh,Indore,Rural,9.25,4.84,Agricultural,Residential,578.47,501.94,Low,1.18,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,0,1,2,0,259.63,237.33,47.65,1,3,1,1,1,2,1,6,22,80,3,0,0,Not Applicable,7,Completed,Low,1,175,ADMINISTRATIVE_APPROVAL
LA018030,2023-05-08,Highway,State Infrastructure,358.5,18.01,Medium,NHAI,Punjab,Jalandhar,Urban,4.93,3.02,Commercial,Commercial,139.81,131.14,Low,2.35,7,6,0,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,328.68,302.09,,1,7,1,1,0,3,1,8,8,97,4,0,0,Not Applicable,1,Completed,Low,0,0,COMPENSATION
LA018031,2025-02-18,Highway,Regional Infrastructure,116.44,17.21,High,NHAI,Rajasthan,Jaipur,Urban,3.83,2.53,Commercial,Mixed,299.98,258.23,High,1.29,3,2,1,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,0,0,2,1,138.83,123.1,19.75,1,5,1,1,1,4,2,3,25,120,4,0,0,Not Applicable,2,Re-hearing Required,Low,1,229,DOCUMENTATION
LA018032,2023-05-05,Railway,State Infrastructure,262.08,16.99,High,State Irrigation Dept,Jharkhand,Hazaribagh,Semi-Urban,2.45,1.23,Mixed,Residential,80.53,82.73,Moderate,0.41,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,137.56,122.96,41.84,1,3,0,1,3,4,2,6,48,167,4,0,0,Not Applicable,1,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018033,2025-04-26,Highway,State Infrastructure,262.77,10.64,Medium,Power Utility,Madhya Pradesh,Ujjain,Urban,1.44,1.32,Agricultural,Agriculture,74.65,59.9,High,0.18,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,75.68,65.85,45.57,1,2,0,1,3,5,0,6,46,213,5,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018034,2024-06-06,Highway,National Infrastructure,148.85,12.42,Normal,State PWD,Andhra Pradesh,Nellore,Urban,2.99,1.73,Industrial,Residential,96.06,87.51,Moderate,3.45,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,0,0,3,1,103.42,98.68,23.44,1,2,1,1,1,4,1,6,54,193,5,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA018035,2023-12-06,Highway,State Infrastructure,113.32,9.46,Critical,State Irrigation Dept,Maharashtra,Thane,Rural,2.78,1.64,Residential,Residential,142.53,145.44,Moderate,0.84,6,5,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,126.51,101.52,43.76,1,6,1,1,1,3,0,5,104,212,5,0,0,Not Applicable,1,Completed,Low,1,316,ADMINISTRATIVE_APPROVAL
LA018036,2024-01-11,Highway,State Infrastructure,316.79,25.9,High,NHAI,Bihar,Gaya,Semi-Urban,6.47,3.81,Commercial,Residential,344.24,303.0,Moderate,1.55,4,3,2,1,1,1,Low,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,1,341.69,322.04,70.87,1,5,0,1,3,1,2,8,90,249,4,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018037,2025-07-16,Industrial Corridor,National Infrastructure,272.38,55.43,Normal,Indian Railways,Andhra Pradesh,Nellore,Rural,4.06,2.32,Government,Residential,161.97,135.85,High,0.2,2,1,4,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,1,272.92,239.78,104.8,1,3,1,1,0,3,1,1,1,96,2,0,0,Not Applicable,1,Completed,Low,0,0,DOCUMENTATION
LA018038,2025-12-02,Railway,State Infrastructure,262.68,7.07,High,Urban Development Authority,West Bengal,Howrah,Rural,2.35,1.23,Government,Commercial,182.86,152.04,Low,0.06,1,0,0,0,0,1,Moderate,0,0,0,0,None,0,0,0,0,0,1,Pending,1,0,2,0,138.92,128.45,46.17,1,1,1,1,3,3,0,8,76,260,1,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018039,2025-05-20,Urban Infrastructure,National Infrastructure,162.68,9.46,Medium,Power Utility,Haryana,Gurugram,Rural,1.09,0.4,Government,Mixed,42.79,37.3,High,5.5,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,46.95,41.17,14.88,1,2,0,1,2,5,0,4,50,175,1,0,0,Not Applicable,1,Completed,Low,1,214,ADMINISTRATIVE_APPROVAL
LA018040,2025-08-06,Urban Infrastructure,State Infrastructure,38.95,14.61,Medium,Metro Corporation,Jharkhand,Dhanbad,Semi-Urban,1.21,0.96,Commercial,Institutional,79.85,63.85,Moderate,0.28,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,64.47,58.39,3.95,1,5,1,1,1,1,1,5,17,78,0,0,0,Not Applicable,1,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018041,2024-07-05,Industrial Corridor,Regional Infrastructure,384.77,12.78,Medium,Urban Development Authority,Tamil Nadu,Salem,Semi-Urban,1.65,1.33,Government,Agriculture,75.73,62.92,Moderate,0.54,3,2,1,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,1,41.25,35.08,0.56,1,6,1,1,2,2,0,9,88,309,1,0,0,Not Applicable,2,Completed,Low,1,201,ADMINISTRATIVE_APPROVAL
LA018042,2022-09-10,Highway,Regional Infrastructure,450.66,19.1,Medium,State Irrigation Dept,Gujarat,Gandhinagar,Urban,8.22,5.57,Agricultural,Residential,534.12,551.94,Moderate,1.04,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,0,1,0,545.68,494.59,488.15,0,4,1,1,0,3,1,4,32,83,4,0,0,Not Applicable,1,Scheduled,Low,1,182,COMPENSATION
LA018043,2022-05-27,Railway,National Infrastructure,339.03,12.46,High,Urban Development Authority,Madhya Pradesh,Jabalpur,Urban,6.77,5.16,Agricultural,Mixed,238.33,228.66,High,9.03,6,5,1,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,314.85,312.31,139.27,1,7,1,1,0,2,0,1,20,27,8,1,1,Approved,3,Completed,Low,0,0,OTHER
LA018044,2022-06-15,Metro,State Infrastructure,185.5,11.2,Medium,State PWD,Punjab,Amritsar,Semi-Urban,1.81,1.49,Agricultural,Mixed,145.95,129.23,Moderate,0.94,3,2,2,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,3,1,73.52,75.4,47.17,1,3,1,1,0,5,0,6,23,102,4,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,DOCUMENTATION
LA018045,2023-05-21,Railway,State Infrastructure,172.22,17.57,Medium,State Irrigation Dept,Andhra Pradesh,Tirupati,Rural,4.12,2.65,Commercial,Mixed,,119.84,High,1.06,3,2,1,1,0,1,Moderate,0,0,0,0,None,0,0,1,0,0,1,Under Verification,1,0,1,1,168.79,152.92,63.82,1,3,1,1,3,1,1,7,54,315,1,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018046,2024-07-13,Highway,State Infrastructure,41.06,24.9,High,State PWD,Haryana,Hisar,Rural,5.36,3.94,Agricultural,Mixed,168.19,142.68,Moderate,1.63,2,1,4,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,114.11,97.87,84.65,1,2,0,1,2,6,1,6,34,152,2,0,0,Not Applicable,1,Completed,Low,1,72,DOCUMENTATION
LA018047,2025-05-08,Highway,National Infrastructure,240.82,6.52,Normal,Indian Railways,Karnataka,Belagavi,Urban,0.77,0.62,Government,Commercial,21.65,20.59,High,1.69,4,3,0,1,1,0,Low,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,3,0,21.94,21.98,10.11,1,4,0,1,1,4,2,8,70,139,5,0,0,Not Applicable,5,Completed,Low,0,0,OWNERSHIP_CONFLICT
LA018048,2024-09-08,Canal,State Infrastructure,229.09,7.71,Medium,Indian Railways,Tamil Nadu,Madurai,Rural,2.37,0.97,Commercial,Agriculture,175.94,180.7,High,0.19,4,3,0,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,1,165.67,168.8,129.44,1,4,0,1,0,1,1,3,10,85,4,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA018049,2025-04-04,Dam,State Infrastructure,195.11,15.97,Medium,NHAI,Jharkhand,Ranchi,Rural,7.68,4.74,Mixed,Industrial,264.83,214.3,Moderate,0.94,5,4,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,1,157.24,140.62,85.61,1,6,1,1,1,4,0,5,26,215,3,0,0,Not Applicable,6,Re-hearing Required,Low,1,112,DOCUMENTATION
LA018050,2024-09-02,Railway,Regional Infrastructure,396.19,35.44,Critical,NHAI,West Bengal,Howrah,Rural,7.55,3.25,Industrial,Institutional,443.56,450.78,Low,2.33,2,1,2,1,0,0,High,0,1,1,44,District Court,0,0,0,0,1,1,Completed,1,1,0,0,510.85,476.68,117.0,1,4,1,1,1,4,0,6,26,115,1,0,0,Not Applicable,1,Completed,Low,1,82,LEGAL_DISPUTE
LA018051,2022-10-09,Railway,Regional Infrastructure,28.6,26.65,High,Metro Corporation,Madhya Pradesh,Ujjain,Semi-Urban,17.16,9.18,Government,Agriculture,1263.28,1205.19,Moderate,2.93,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,418.76,418.99,103.04,1,1,1,1,2,4,0,6,38,164,4,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018052,2025-08-25,Airport,State Infrastructure,209.06,9.12,Normal,Metro Corporation,Tamil Nadu,Coimbatore,Rural,3.41,2.46,Industrial,Residential,169.38,151.02,Low,2.41,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,0,0,76.26,63.09,7.56,1,4,1,1,2,2,0,5,46,158,3,0,0,Not Applicable,8,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA018053,2022-12-24,Dam,National Infrastructure,375.66,11.48,Critical,Power Utility,Madhya Pradesh,Bhopal,Rural,8.86,5.15,Mixed,Institutional,330.34,285.94,High,1.14,2,1,1,1,0,0,High,0,1,1,919,District Court,0,0,0,0,0,1,Completed,1,0,0,0,299.68,284.97,36.91,1,2,1,1,2,5,0,5,92,362,3,0,0,Not Applicable,1,Completed,Low,1,277,ADMINISTRATIVE_APPROVAL
LA018054,2022-02-05,Power Transmission,State Infrastructure,95.08,14.36,Critical,State Irrigation Dept,Odisha,Cuttack,Semi-Urban,9.27,6.07,Agricultural,Residential,538.82,533.6,Moderate,0.66,1,0,1,0,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,2,1,237.51,221.97,149.09,1,3,1,1,0,5,1,7,91,220,3,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA018055,2025-12-08,Industrial Corridor,Regional Infrastructure,37.72,18.54,Normal,NHAI,Uttar Pradesh,Agra,Urban,2.69,2.24,Mixed,Agriculture,92.76,87.23,Moderate,0.89,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,1,0,1,Completed,1,0,0,0,79.69,77.63,61.39,1,3,1,1,1,4,0,8,11,98,5,0,0,Not Applicable,2,Scheduled,Low,1,120,COMPENSATION
LA018056,2024-07-26,Airport,National Infrastructure,67.82,35.07,Critical,Metro Corporation,Jharkhand,Jamshedpur,Semi-Urban,13.43,9.34,Commercial,Industrial,650.01,539.56,Moderate,0.66,3,2,0,1,0,1,High,1,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,432.59,420.65,,1,3,1,1,3,6,1,7,53,182,0,0,0,Not Applicable,0,Not Required,Low,1,227,ADMINISTRATIVE_APPROVAL
